"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),166,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),190,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,239,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),362,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),206,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),248,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),366,25,10/01/2021,09/30/2022
WA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,55,26,10/01/2021,09/30/2022
WA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4,"25, 26",01/01/2021,12/31/2021
WA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,59,25,10/01/2021,09/30/2022
WA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,"25, 26",01/01/2021,12/31/2021
WA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
WA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,60,26,10/01/2021,09/30/2022
WA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,66,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,81,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,86,"25, 26",10/01/2021,09/30/2022
WI,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,91.3,,07/01/2022,09/30/2022
WI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,90,,10/01/2021,03/31/2022
WI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,146,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),158,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),137,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),164,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),173,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,203,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),224,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),193,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),233,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),203,25,10/01/2021,09/30/2022
WI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,58,26,10/01/2021,09/30/2022
WI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2021,12/31/2021
WI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,69,25,10/01/2021,09/30/2022
WI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,96,"25, 26",01/01/2021,12/31/2021
WI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
WI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,64,26,10/01/2021,09/30/2022
WI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,83,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,"25, 26",10/01/2021,09/30/2022
WV,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,95.8,,07/01/2022,09/30/2022
WV,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91,,10/01/2021,03/31/2022
WV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,153,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),205,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),125,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),196,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),163,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,259,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),306,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),173,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),343,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),272,25,10/01/2021,09/30/2022
WV,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,61,26,10/01/2021,09/30/2022
WV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2021,12/31/2021
WV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,57,25,10/01/2021,09/30/2022
WV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,78,"25, 26",01/01/2021,12/31/2021
WV,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2021,12/31/2021
WV,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,98,26,10/01/2021,09/30/2022
WV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,51,"25, 26",10/01/2021,09/30/2022
WV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,62,"25, 26",10/01/2021,09/30/2022
WV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,72,"25, 26",10/01/2021,09/30/2022
WV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,72,"25, 26",10/01/2021,09/30/2022
WV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,"25, 26",10/01/2021,09/30/2022
WY,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,86,,07/01/2022,09/30/2022
WY,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,80,,10/01/2021,03/31/2022
